ano,aluno_anon,codigo_unidade,nome_unidade,opcao_primeiro_registro,data_primeiro_registro
2025,aluno_0137577,208801,EDI IGOR MORAES DA SILVA,1,2024-12-16 17:04:51.343
2025,aluno_0137578,7038,CP CAAD UNIVERSO DAS FLORES,1,2024-12-13 11:51:13.110
2025,aluno_0137579,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,1,2025-08-19 09:15:32.377
2025,aluno_0137580,9045,CP CRECHE COMUNITÁRIA PINTANDO SONHOS,1,2025-02-04 11:11:22.160
2025,aluno_0137581,11008,CP FILIAL BANCÁRIOS - RJ,3,2025-03-17 10:50:34.810
2025,aluno_0137581,1120604,CM MARIA ARMINDA F. SOUZA AGUIAR,1,2025-03-17 10:50:34.810
2025,aluno_0137581,1120802,EDI NEUSA MARIA GOULART BRIZOLA,2,2025-03-17 10:50:34.810
2025,aluno_0137582,10032,CP CRECHE COMUNITÁRIA MUNDO MÁGICO,1,2025-09-09 11:13:37.173
2025,aluno_0137583,625602,CM PROFESSORA JUREMA GOMES SAMPAIO DELFIM,1,2024-12-13 07:38:02.573
2025,aluno_0137583,625606,CM LUÍS DE SOUZA DA COSTA BARROS,3,2024-12-13 07:38:02.573
2025,aluno_0137583,625607,CM LUIZA DE BARROS DE SÁ FREIRE,4,2024-12-13 07:38:02.573
2025,aluno_0137583,625802,EDI WESLEY GUILBER RODRIGUES DE ANDRADE,1,2025-03-11 07:52:18.503
2025,aluno_0137583,625803,EDI PROFESSORA BEATRIZ DE SOUZA MADEIRA,2,2024-12-13 07:38:02.573
2025,aluno_0137584,7001,CP CRECHE NOVO PALMARES,1,2024-12-13 09:10:39.230
2025,aluno_0137585,101603,CM SENNINHA,1,2024-12-11 08:46:08.863
2025,aluno_0137585,101605,CM CLEMENTE FERREIRA,2,2024-12-11 08:46:08.863
2025,aluno_0137585,101801,EDI PARQUE DA ALEGRIA,3,2024-12-11 08:46:08.863
2025,aluno_0137586,3001,CP ASSOCIAÇÃO PRESBITERIANA CUIDANDO DO AMANHÃ - APCA,1,2024-12-17 08:43:16.877
2025,aluno_0137587,7001,CP CRECHE NOVO PALMARES,1,2024-12-13 09:10:30.363
2025,aluno_0137591,10064,CP CRECHE COMUNITÁRIA CORAÇÃO DE MÃE,1,2024-12-13 09:46:05.753
2025,aluno_0137591,1019612,CM DANIELA PEREZ,3,2024-12-13 09:46:05.753
2025,aluno_0137591,1019614,CM INSPETOR HERALDO CARVALHO DE SOUSA,4,2024-12-13 09:46:05.753
2025,aluno_0137591,1019631,CM TIA HILDA MACEDO,5,2024-12-13 09:46:05.753
2025,aluno_0137591,1019632,CM MIRIAM PIRES,2,2024-12-13 09:46:05.753
2025,aluno_0137592,430602,CM VILA PINHEIRO,1,2024-12-13 09:07:07.537
2025,aluno_0137592,430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,2,2024-12-13 09:07:07.537
2025,aluno_0137592,430815,EDI PESCADOR ALBANO ROSA,3,2024-12-13 09:07:07.537
2025,aluno_0137593,10043,CP CRECHE CANTINHO CASLU,4,2024-12-13 14:06:02.013
2025,aluno_0137593,10064,CP CRECHE COMUNITÁRIA CORAÇÃO DE MÃE,1,2024-12-13 14:06:02.013
2025,aluno_0137593,1019612,CM DANIELA PEREZ,3,2024-12-13 14:06:02.013
2025,aluno_0137593,1019632,CM MIRIAM PIRES,2,2024-12-13 14:06:02.013
2025,aluno_0137593,1019801,EDI SARGENTO IZO GOMES PATRÍCIO,5,2024-12-13 14:06:02.013
2025,aluno_0137594,3001,CP ASSOCIAÇÃO PRESBITERIANA CUIDANDO DO AMANHÃ - APCA,3,2024-12-13 09:13:53.283
2025,aluno_0137594,3006,CP CRECHE CASA VIVA,2,2024-12-13 09:13:53.283
2025,aluno_0137594,3029,CP CRECHE BRINCANDO COM JUNINHO,1,2024-12-13 09:13:53.283
2025,aluno_0137595,716803,EDI COMPOSITOR ROBERTO RIBEIRO,1,2024-12-13 12:29:49.353
2025,aluno_0137596,6015,CP AEMMAC - PAVUNA,1,2025-01-08 06:42:02.917
2025,aluno_0137596,625802,EDI WESLEY GUILBER RODRIGUES DE ANDRADE,2,2025-01-08 06:42:02.917
2025,aluno_0137598,4005,CP CASA DE JOEL,1,2024-12-17 09:15:50.263
2025,aluno_0137599,625614,CM SIMONE DE BEAUVOIR,2,2024-12-13 09:07:20.420
2025,aluno_0137599,625802,EDI WESLEY GUILBER RODRIGUES DE ANDRADE,4,2024-12-13 09:07:20.420
2025,aluno_0137599,625803,EDI PROFESSORA BEATRIZ DE SOUZA MADEIRA,3,2024-12-13 09:07:20.420
2025,aluno_0137599,625816,EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA,1,2024-12-13 09:07:20.420
2025,aluno_0137600,8005,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - REALENGO,5,2024-12-16 16:21:59.060
2025,aluno_0137600,8011,CP ESPAÇO DE EDUCAÇÃO INFANTIL BATAN,4,2024-12-16 16:21:59.060
2025,aluno_0137600,8016,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VI,2,2024-12-16 16:21:59.060
2025,aluno_0137600,8021,CP ASSOCIAÇÃO RECREATIVA MUNDO MÁGICO DA TIA NATY,1,2024-12-16 16:21:59.060
2025,aluno_0137600,833809,EDI PROFESSORA MARIA CECILIA FERREIRA,3,2024-12-16 16:21:59.060
2025,aluno_0137601,8017,CP ASSOCIAÇÃO CRECHE ESPERANÇA - REALENGO,3,2024-12-16 16:46:16.953
2025,aluno_0137601,833602,CM JULINHO CACAU,2,2024-12-16 16:46:16.953
2025,aluno_0137601,833807,EDI LUIZA PAULA DA SILVEIRA MACHADO,1,2024-12-16 16:46:16.953
2025,aluno_0137602,817801,EDI PROFESSORA TÂNIA MARIA LARRUBIA GOMES,1,2024-12-16 16:29:01.753
2025,aluno_0137603,8009,CP ASSOCIAÇÃO RECREATIVA PINGUINHO DE GENTE,1,2024-12-17 15:34:41.593
2025,aluno_0137603,817803,EDI JOSÉ EPHIM MINDLIN,2,2024-12-17 15:34:41.593
2025,aluno_0137604,123601,CM JOSÉ MARINHO DE OLIVEIRA,1,2024-12-13 09:06:35.287
2025,aluno_0137605,833806,EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO,1,2024-12-17 14:56:22.903
2025,aluno_0137607,101601,CM LADEIRA DOS FUNCIONÁRIOS,3,2024-12-13 08:20:44.703
2025,aluno_0137607,101602,CM VIRGÍNIA LEMOS,4,2024-12-13 08:20:44.703
2025,aluno_0137607,101603,CM SENNINHA,1,2024-12-13 08:20:44.703
2025,aluno_0137607,101801,EDI PARQUE DA ALEGRIA,2,2024-12-13 08:20:44.703
2025,aluno_0137609,430801,"EDI PESCADOR ISIDORO DUARTE - ""DORO""",5,2024-12-18 14:07:04.140
2025,aluno_0137609,430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,3,2024-12-18 14:07:04.140
2025,aluno_0137609,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,1,2024-12-18 14:07:04.140
2025,aluno_0137609,430812,EDI MEDALHISTA OLÍMPICO EDER FRANCIS CARBONERA,4,2024-12-18 14:07:04.140
2025,aluno_0137609,430815,EDI PESCADOR ALBANO ROSA,2,2024-12-18 14:07:04.140
2025,aluno_0137610,430801,"EDI PESCADOR ISIDORO DUARTE - ""DORO""",2,2024-12-18 14:06:54.863
2025,aluno_0137610,430805,EDI PROFESSORA SOLANGE CONCEIÇÃO TRICARICO,1,2024-12-18 14:06:54.863
2025,aluno_0137610,430815,EDI PESCADOR ALBANO ROSA,3,2024-12-18 14:06:54.863
2025,aluno_0137613,625606,CM LUÍS DE SOUZA DA COSTA BARROS,5,2024-12-13 11:58:39.330
2025,aluno_0137613,625607,CM LUIZA DE BARROS DE SÁ FREIRE,3,2024-12-13 11:58:39.330
2025,aluno_0137613,625803,EDI PROFESSORA BEATRIZ DE SOUZA MADEIRA,1,2024-12-13 11:58:39.330
2025,aluno_0137613,625804,EDI PROFESSORA HELIA LÚCIA MORENO FERREIRA,4,2024-12-13 11:58:39.330
2025,aluno_0137613,625815,EDI PROFESSORA KRISTINA ROMOLO KIFFER,2,2024-12-13 11:58:39.330
2025,aluno_0137614,328604,CM DA COMUNIDADE DO JACAREZINHO,1,2024-12-13 09:09:49.617
2025,aluno_0137615,10057,CP CENTRO CULTURAL MONTESSORI - PACIÊNCIA,5,2024-12-13 09:06:51.777
2025,aluno_0137615,10082,CP CRECHE ESCOLA BAIXINHOS SABIDOS,3,2024-12-13 09:06:51.777
2025,aluno_0137615,1019631,CM TIA HILDA MACEDO,1,2024-12-13 09:06:51.777
2025,aluno_0137615,1019801,EDI SARGENTO IZO GOMES PATRÍCIO,2,2024-12-13 09:06:51.777
2025,aluno_0137615,1019831,EDI PROFESSORA MARIA MESQUITA DE SIQUEIRA,4,2024-12-13 09:06:51.777
2025,aluno_0137616,7013,CP ESPAÇO DE EDUCAÇÃO INFANTIL CIDADE DE DEUS,3,2024-12-12 17:06:52.757
2025,aluno_0137616,7014,CP CENTRO INTEGRADO SÃO JOSÉ,2,2024-12-12 17:06:52.757
2025,aluno_0137616,734802,EDI SENHORA PERCILIANA PEREIRA DE ALVARENGA,1,2024-12-12 17:06:52.757
2025,aluno_0137618,10052,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VII,2,2024-12-16 22:53:52.300
2025,aluno_0137618,10073,CP NINHO CARIOCA,5,2024-12-16 22:53:52.300
2025,aluno_0137618,1026802,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,4,2024-12-16 22:53:52.300
2025,aluno_0137618,1026807,EDI ALFREDO FERNANDO VAZ GUIMARÃES JÚNIOR,3,2024-12-16 22:53:52.300
2025,aluno_0137618,1026809,EDI MEDALHISTA PARALÍMPICO RICARDO COSTA DE OLIVEIRA,1,2024-12-16 22:53:52.300
2025,aluno_0137619,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,1,2024-12-13 09:14:23.550
2025,aluno_0137619,107603,CM VOVÓ LUCÍOLA,3,2024-12-13 09:14:23.550
2025,aluno_0137619,107610,CM ARARA AZUL,2,2024-12-13 09:14:23.550
2025,aluno_0137619,3014,CP CRECHE PLANTANDO O AMANHÃ,1,2024-12-13 09:14:23.500
2025,aluno_0137620,5015,CP AEMMAC - ROCHA MIRANDA,1,2024-12-16 23:25:21.990
2025,aluno_0137620,515608,CM MARIA JOSÉ DE PAULA DE JESUS,2,2024-12-16 23:25:21.990
2025,aluno_0137621,716812,EDI ESCRITORA CLARICE LISPECTOR,1,2024-12-19 13:11:59.733
2025,aluno_0137623,8015,CP CEM CRECHE ESCOLA MACHADO,1,2025-05-30 11:53:01.093
2025,aluno_0137624,4024,CP CRECHE VALE DO SOL,2,2024-12-11 09:38:20.960
2025,aluno_0137624,4029,CP SOLZINHO,3,2024-12-11 09:38:20.960
2025,aluno_0137624,4030,CP CRECHE VALE DO SOL II,1,2024-12-11 09:38:20.960
2025,aluno_0137624,4047,CP CRECHE VALE DO SOL III,4,2024-12-11 09:38:20.960
2025,aluno_0137624,7041,CP CRECHE VALE DO SOL TAQUARA,1,2024-12-11 09:38:20.930
2025,aluno_0137625,6016,CP CRECHE NOSSO LAR II,1,2024-12-13 14:06:18.073
2025,aluno_0137625,622804,EDI MEDALHISTA PARALÍMPICO DANIEL MARTINS,2,2024-12-13 14:06:18.073
2025,aluno_0137625,833603,CM SILVEIRINHA,1,2024-12-13 14:06:18.103
2025,aluno_0137626,10072,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE X,1,2024-12-17 11:12:01.627
2025,aluno_0137628,10036,CP CAAD DONA ZULMIRA TELLES,2,2024-12-11 10:12:50.083
2025,aluno_0137628,10047,CP CENTRO CULTURAL MONTESSORI - SANTA CRUZ,5,2024-12-11 10:12:50.083
2025,aluno_0137628,10053,CP CRECHE COMUNITÁRIA GÊNIO DO FUTURO,4,2024-12-11 10:12:50.083
2025,aluno_0137628,1019801,EDI SARGENTO IZO GOMES PATRÍCIO,3,2024-12-11 10:12:50.083
2025,aluno_0137628,1019803,EDI LARYSSA SILVA MARTINS,1,2024-12-11 10:12:50.083
2025,aluno_0137629,918616,CM PADRE VALTER DA COSTA SANTOS,2,2024-12-13 15:17:26.963
2025,aluno_0137629,918828,EDI ALYRIO CAVALLIERI,1,2024-12-13 15:17:26.963
2025,aluno_0137629,918829,EDI RUBEM AZEVEDO ALVES,1,2025-02-06 20:30:19.067
2025,aluno_0137630,3022,CP INSTITUTO AVANTE ELITE DO FUTURO,1,2025-10-06 14:17:41.223
2025,aluno_0137631,8004,CP CRECHE COMUNITÁRIA NINO,1,2024-12-11 10:14:25.217
2025,aluno_0137633,7042,CP INSTITUTO EDUCACIONAL DIVA ALVES II,2,2024-12-11 09:39:17.400
2025,aluno_0137633,724602,CM DINA SFAT,1,2024-12-11 09:39:17.400
2025,aluno_0137633,724807,EDI CARMEN MIRANDA,3,2024-12-11 09:39:17.400
2025,aluno_0137634,625602,CM PROFESSORA JUREMA GOMES SAMPAIO DELFIM,2,2024-12-13 07:37:52.507
2025,aluno_0137634,625607,CM LUIZA DE BARROS DE SÁ FREIRE,3,2024-12-13 07:37:52.507
2025,aluno_0137634,625803,EDI PROFESSORA BEATRIZ DE SOUZA MADEIRA,1,2024-12-13 07:37:52.507
2025,aluno_0137635,4024,CP CRECHE VALE DO SOL,2,2024-12-18 09:31:38.137
2025,aluno_0137635,4029,CP SOLZINHO,1,2024-12-18 09:31:38.137
2025,aluno_0137636,918620,CM EMILIO IBRAHIM LÁZARO JUBRAM DIB,2,2024-12-17 12:20:14.540
2025,aluno_0137636,918808,EDI PROFESSORA MARTA REGINA PERROTA,1,2024-12-17 12:20:14.540
2025,aluno_0137636,918814,EDI PROFESSOR NESTOR MANOEL PINTO,4,2024-12-17 12:20:14.540
2025,aluno_0137636,918822,EDI PROFESSOR ANDRÉ LUIZ GILS,3,2024-12-17 12:20:14.540
2025,aluno_0137637,10024,CP CRECHE COMUNITÁRIA MUNDO ENCANTADO DA CRIANÇA,1,2024-12-13 15:01:31.040
2025,aluno_0137637,10047,CP CENTRO CULTURAL MONTESSORI - SANTA CRUZ,3,2024-12-13 15:01:31.040
2025,aluno_0137637,1019609,CM CANTINHO DA TIA DOLORES,2,2024-12-13 15:01:31.040
2025,aluno_0137638,10037,CP CAAD - COMITÊ DE ATENDIMENTO À CRIANÇA E AO ADOLESCENTE,1,2025-03-12 17:24:16.757
2025,aluno_0137639,4022,CP CRECHE VALE DO SOL NO GROTÃO,1,2024-12-18 09:29:34.383
2025,aluno_0137639,410808,EDI ALMIR LEITE RIBEIRO,2,2024-12-18 09:29:34.383
2025,aluno_0137639,411601,CM CARLOS DRUMMOND DE ANDRADE,3,2024-12-18 09:29:34.383
2025,aluno_0137640,833602,CM JULINHO CACAU,1,2024-12-17 14:54:24.700
2025,aluno_0137640,833801,EDI GESSICA GUEDES PEREIRA,2,2024-12-17 14:54:24.700
2025,aluno_0137640,833807,EDI LUIZA PAULA DA SILVEIRA MACHADO,3,2024-12-17 14:54:24.700
2025,aluno_0137641,3014,CP CRECHE PLANTANDO O AMANHÃ,2,2024-12-13 09:06:17.860
2025,aluno_0137641,3037,CP CRECHE FRUTOS DO AMANHÃ I,1,2024-12-13 09:06:17.860
2025,aluno_0137641,4030,CP CRECHE VALE DO SOL II,1,2024-12-13 09:06:17.900
2025,aluno_0137642,121001,EM JOAQUIM MANUEL DE MACEDO,1,2024-12-12 16:04:04.877
2025,aluno_0137643,7013,CP ESPAÇO DE EDUCAÇÃO INFANTIL CIDADE DE DEUS,3,2024-12-12 17:07:13.793
2025,aluno_0137643,7014,CP CENTRO INTEGRADO SÃO JOSÉ,2,2024-12-12 17:07:13.793
2025,aluno_0137643,734802,EDI SENHORA PERCILIANA PEREIRA DE ALVARENGA,1,2024-12-12 17:07:13.793
2025,aluno_0137644,103605,CM BRINCADEIRAS DE CRIANÇA,1,2025-03-12 14:45:22.177
2025,aluno_0137646,7003,CP CRECHE ESCOLA MÃE ASTÉRIA,5,2024-12-11 09:06:04.213
2025,aluno_0137646,7041,CP CRECHE VALE DO SOL TAQUARA,3,2024-12-11 09:06:04.213
2025,aluno_0137646,716801,EDI DOUTORA ZILDA ARNS,2,2024-12-11 09:06:04.213
2025,aluno_0137646,716807,EDI LEILA DINIZ,4,2024-12-11 09:06:04.213
2025,aluno_0137646,716821,EDI MEDALHISTA PARALÍMPICO FELIPE DE SOUZA GOMES,1,2024-12-11 09:06:04.213
2025,aluno_0137647,817605,CM MANÉ GARRINCHA II,1,2024-12-13 14:08:52.700
2025,aluno_0137647,817801,EDI PROFESSORA TÂNIA MARIA LARRUBIA GOMES,3,2024-12-13 14:08:52.700
2025,aluno_0137647,817814,EDI PROFESSORA GIOVANA BANSI,2,2024-12-13 14:08:52.700
2025,aluno_0137649,7020,CP JARDIM ESCOLA CRESCENDO E APRENDENDO,5,2024-12-13 11:28:11.330
2025,aluno_0137649,716808,EDI PROFESSORA MARIA BERENICE PARENTE,3,2024-12-13 11:28:11.330
2025,aluno_0137649,716818,EDI PROFESSORA CLÁUDIA PIRES CONTINO DA SILVA,1,2024-12-13 11:28:11.330
2025,aluno_0137649,716819,EDI PROFESSORA NORMA ANDRADE NOGUEIRA,2,2024-12-13 11:28:11.330
2025,aluno_0137649,716822,EDI MARCELO PARENTE GOMES DE OLIVEIRA,4,2024-12-13 11:28:11.330
2025,aluno_0137650,3039,CP CRECHE COMUNITÁRIA CÉU AZUL,1,2025-02-27 08:17:47.797
2025,aluno_0137651,11004,CP CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOÉ - CAECAN,3,2024-12-16 08:46:53.830
2025,aluno_0137651,11006,CP CRECHE CASULO DO DENDÊ,1,2024-12-16 08:46:53.830
2025,aluno_0137651,1120602,CM CORA CORALINA,2,2024-12-16 08:46:53.830
2025,aluno_0137651,1120606,CM TAUÁ,4,2024-12-16 08:46:53.830
2025,aluno_0137652,4006,CP COMUNIDADE INSTITUCIONAL ADULÃO TEMPO FELIZ,2,2024-12-13 09:07:18.043
2025,aluno_0137652,4020,CP CENTRO CULTURAL EDUCAR,3,2024-12-13 09:07:18.043
2025,aluno_0137652,4028,CP CRECHE TIA NANE I,4,2024-12-13 09:07:18.043
2025,aluno_0137652,4029,CP SOLZINHO,5,2024-12-13 09:07:18.043
2025,aluno_0137652,4030,CP CRECHE VALE DO SOL II,1,2024-12-13 09:07:18.043
2025,aluno_0137653,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,2,2024-12-16 16:25:30.390
2025,aluno_0137653,817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,1,2024-12-16 16:25:30.390
2025,aluno_0137654,10051,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VI,3,2024-12-17 08:48:36.357
2025,aluno_0137654,10062,CP CENTRO CULTURAL DE DESENVOLVIMENTO INFANTIL JOÃO BATISTA,1,2024-12-17 08:48:36.357
2025,aluno_0137654,10071,CP CRECHE COMUNITÁRIA ARTE & CULTURA - UNIDADE I,2,2024-12-17 08:48:36.357
2025,aluno_0137656,7038,CP CAAD UNIVERSO DAS FLORES,2,2024-12-13 11:51:19.660
2025,aluno_0137656,7040,CP CRECHE VALE DO SOL PRAÇA SECA,1,2024-12-13 11:51:19.660
2025,aluno_0137656,716607,CM EMÍLIA JOANA DA FONSECA MARQUES,5,2024-12-13 11:51:19.660
2025,aluno_0137656,716608,CM IRMÃ DULCE,3,2024-12-13 11:51:19.660
2025,aluno_0137656,716809,EDI PROFESSOR ROBERTO LUIZ PEREIRA,4,2024-12-13 11:51:19.660
2025,aluno_0137657,9008,CP CRECHE COMUNITÁRIA ANA & LU,5,2024-12-11 10:13:51.477
2025,aluno_0137657,9009,CP CRECHE COMUNITÁRIA CRIANÇAS DE OURO,1,2024-12-11 10:13:51.477
2025,aluno_0137657,9036,CP INSTITUTO CONSTRUINDO AMANHÃ,4,2024-12-11 10:13:51.477
2025,aluno_0137657,9039,CP CRECHE COMUNITÁRIA ESTRELINHA DO SABER,2,2024-12-11 10:13:51.477
2025,aluno_0137657,918620,CM EMILIO IBRAHIM LÁZARO JUBRAM DIB,3,2024-12-11 10:13:51.477
2025,aluno_0137658,10057,CP CENTRO CULTURAL MONTESSORI - PACIÊNCIA,1,2024-12-11 07:51:19.183
2025,aluno_0137658,9014,CP INSTITUTO DE ENSINO AVANÇADO,1,2024-12-17 12:44:31.623
2025,aluno_0137658,9018,CP ESPAÇO DE DESENVOLVIMENTO CARIOQUINHA,3,2024-12-17 12:44:31.623
2025,aluno_0137658,918801,EDI BIANCA ROCHA TAVARES,2,2024-12-17 12:44:31.623
2025,aluno_0137659,313606,CM CANTINHO DO QUETO,1,2024-12-18 11:40:58.820
2025,aluno_0137661,9014,CP INSTITUTO DE ENSINO AVANÇADO,4,2024-12-11 10:13:24.810
2025,aluno_0137661,9018,CP ESPAÇO DE DESENVOLVIMENTO CARIOQUINHA,3,2024-12-11 10:13:24.810
2025,aluno_0137661,9023,CP ESPAÇO CRIATIVO SALOMÃO,5,2024-12-11 10:13:24.810
2025,aluno_0137661,9040,CP CRECHE E ESCOLA COMUNITARIA GENTE BAIXINHA - UNIDADE COSMOS,2,2024-12-11 10:13:24.810
2025,aluno_0137661,918832,EDI PROFESSORA JACINTHA REIS FERREIRA,1,2024-12-11 10:13:24.810
2025,aluno_0137662,430602,CM VILA PINHEIRO,1,2024-12-13 09:10:59.917
2025,aluno_0137662,430603,CM TIO MÁRIO,2,2024-12-13 09:10:59.917
2025,aluno_0137663,10066,CP CRECHE COMUNITÁRIA ARTE & CULTURA,2,2024-12-13 16:09:32.440
2025,aluno_0137663,10082,CP CRECHE ESCOLA BAIXINHOS SABIDOS,3,2024-12-13 16:09:32.440
2025,aluno_0137663,1019801,EDI SARGENTO IZO GOMES PATRÍCIO,1,2024-12-13 16:09:32.440
2025,aluno_0137664,5015,CP AEMMAC - ROCHA MIRANDA,1,2024-12-16 23:25:21.037
2025,aluno_0137664,515801,EDI KARINE LORRAINE CHAGAS DE OLIVEIRA,2,2024-12-16 23:25:21.037
2025,aluno_0137664,6018,CP ASSOCIAÇÃO CRECHE ESPERANÇA - COELHO NETO,2,2024-12-16 23:25:21.070
2025,aluno_0137664,625604,CM HERBERT DE SOUZA - BETINHO,1,2024-12-16 23:25:21.070
2025,aluno_0137665,7013,CP ESPAÇO DE EDUCAÇÃO INFANTIL CIDADE DE DEUS,2,2024-12-11 09:14:08.333
2025,aluno_0137665,7014,CP CENTRO INTEGRADO SÃO JOSÉ,3,2024-12-11 09:14:08.333
2025,aluno_0137665,716605,CM SEMPRE VIDA NISE DA SILVEIRA,5,2024-12-11 09:14:08.333
2025,aluno_0137665,716606,CM AMIGUINHOS DA VILA SAPÊ,1,2024-12-11 09:14:08.333
2025,aluno_0137665,734802,EDI SENHORA PERCILIANA PEREIRA DE ALVARENGA,4,2024-12-11 09:14:08.333
2025,aluno_0137666,7044,CP CRECHE AMOR DE MÃE,2,2024-12-18 10:34:25.247
2025,aluno_0137666,724601,CM MARIA VIEIRA BAZANI,3,2024-12-18 10:34:25.247
2025,aluno_0137666,724801,EDI MILENA SANTOS NASCIMENTO,1,2024-12-18 10:34:25.247
2025,aluno_0137667,6015,CP AEMMAC - PAVUNA,2,2024-12-16 08:57:08.300
2025,aluno_0137667,625605,CM LUÍS CARLOS PRESTES,4,2024-12-16 08:57:08.300
2025,aluno_0137667,625818,EDI MARIA EUGENIA CANELHAS,3,2024-12-16 08:57:08.300
2025,aluno_0137667,625819,EDI MARIZA ALVES PIMENTA,1,2024-12-16 08:57:08.300
2025,aluno_0137668,515604,CM GERCINDA ROSA FONSECA,1,2025-03-08 20:23:33.540
2025,aluno_0137669,10063,CP CRECHE COMUNITÁRIA UNIVERSO INFANTIL,2,2024-12-16 22:55:29.120
2025,aluno_0137669,10071,CP CRECHE COMUNITÁRIA ARTE & CULTURA - UNIDADE I,3,2024-12-16 22:55:29.120
2025,aluno_0137669,1026802,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,4,2024-12-16 22:55:29.120
2025,aluno_0137669,1026810,EDI ALCEBÍADES FRANCISCO ROSA,1,2024-12-16 22:55:29.120
2025,aluno_0137670,2010,CP CRECHE PATINHO FELIZ,1,2024-12-16 15:52:35.633
2025,aluno_0137670,2011,CP SOCIEDADE CIVIL DE ASSISTÊNCIA A MENORES - CASA DA DINDA,3,2024-12-16 15:52:35.633
2025,aluno_0137670,2048,CP LAR CANTINHO FELIZ,2,2024-12-16 15:52:35.633
2025,aluno_0137670,209605,CM SÃO SEBASTIÃO - ARRELIA,1,2025-04-01 08:28:53.370
2025,aluno_0137671,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,1,2024-12-12 08:21:58.527
2025,aluno_0137672,716603,CM CRIANÇA DO FUTURO,4,2024-12-11 09:49:15.060
2025,aluno_0137672,716606,CM AMIGUINHOS DA VILA SAPÊ,2,2024-12-11 09:49:15.060
2025,aluno_0137672,716613,CM MARIA DA CONCEIÇÃO SILVEIRA DE CARVALHO,1,2024-12-11 09:49:15.060
2025,aluno_0137672,716820,EDI MEDALHISTA OLÍMPICA ÁGATHA BEDNARCZUK RIPPEL,3,2024-12-11 09:49:15.060
2025,aluno_0137673,1019614,CM INSPETOR HERALDO CARVALHO DE SOUSA,1,2024-12-16 14:51:47.467
2025,aluno_0137674,10051,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VI,2,2024-12-17 08:48:24.190
2025,aluno_0137674,10072,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE X,1,2024-12-12 14:03:59.670
2025,aluno_0137675,817801,EDI PROFESSORA TÂNIA MARIA LARRUBIA GOMES,2,2024-12-13 09:03:18.730
2025,aluno_0137675,817814,EDI PROFESSORA GIOVANA BANSI,1,2024-12-13 09:03:18.730
2025,aluno_0137676,514602,CM JECIÁ DE FREITAS FERREIRA,1,2024-12-16 15:28:27.140
2025,aluno_0137677,10036,CP CAAD DONA ZULMIRA TELLES,1,2024-12-17 08:33:15.533
2025,aluno_0137677,1019821,EDI PROFESSORA SOLANGE INÁCIA DE SÁ DE LACERDA,1,2025-09-08 08:36:28.997
2025,aluno_0137678,4038,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VIII,1,2025-03-31 10:06:15.737
2025,aluno_0137678,4043,CP ASSOCIAÇÃO COMUNITÁRIA EDUCACIONAL FLORESCER,1,2025-10-22 13:32:42.160
2025,aluno_0137678,625606,CM LUÍS DE SOUZA DA COSTA BARROS,2,2025-09-12 09:25:39.827
2025,aluno_0137678,625607,CM LUIZA DE BARROS DE SÁ FREIRE,4,2025-09-12 09:25:39.827
2025,aluno_0137678,625803,EDI PROFESSORA BEATRIZ DE SOUZA MADEIRA,1,2025-09-12 09:25:39.827
2025,aluno_0137678,625804,EDI PROFESSORA HELIA LÚCIA MORENO FERREIRA,3,2025-09-12 09:25:39.827
2025,aluno_0137679,625601,CM OS SABIDINHOS,2,2025-06-23 10:11:49.197
2025,aluno_0137679,625816,EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA,1,2025-06-23 10:11:49.197
2025,aluno_0137680,10072,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE X,1,2024-12-12 13:57:18.073
2025,aluno_0137680,8015,CP CEM CRECHE ESCOLA MACHADO,1,2025-09-08 14:06:57.203
2025,aluno_0137683,10039,CP FUNDAÇÃO KLINGNER PARA O DESENVOLVIMENTO SOCIAL,2,2024-12-16 09:20:00.230
